state,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen,congress sen
pennsylvania,1996,"11D, 10R",R,,R,D,R,"102R, 101D","29R, 21D",2R
pennsylvania,1997,"11D, 10R",R,,R,D,R,"104R, 99D","30R, 20D",2R
pennsylvania,1998,"11D, 10R",R,,R,D,R,"104R, 99D","30R, 20D",2R
pennsylvania,1999,"11D, 10R",R,,R,D,R,"103R, 100D","30R, 20D",2R
pennsylvania,2000,"11D, 10R",R,,R,D,R,"103R, 100D","30R, 20D",2R
pennsylvania,2001,"11R, 10D",R,,R,D,R,"104R, 99D","30R, 20D",2R
pennsylvania,2001,"11R, 10D",R,,R,D,R,"104R, 99D","30R, 20D",2R
pennsylvania,2002,"11R, 10D",R,,R,D,R,"104R, 99D","30R, 20D",2R
pennsylvania,2003,"12R, 7D",R,,R,D,D,"109D, 94R","29R, 21D",2R
pennsylvania,2004,"12R, 7D",R,,R,D,D,"109D, 94R","29R, 21D",2R
pennsylvania,2004,"12R, 7D",R,,R,D,D,"109D, 94R","29R, 21D",2R
pennsylvania,2005,"12R, 7D",R,,R,D,D,"110R, 93D","30R, 20D",2R
pennsylvania,2006,"12R, 7D",R,,R,D,D,"110R, 93D","30R, 20D",2R
pennsylvania,2007,"11D, 8R",D,,R,D,D,"102D, 101R","29R, 21D","1D,1R"
pennsylvania,2008,"11D, 8R",D,,R,D,D,"102D, 101R","29R, 21D","1D,1R"
pennsylvania,2008,"11D, 8R",D,,R,D,D,"102D, 101R","29R, 21D","1D,1R"
pennsylvania,2009,"12D, 7R",D,,R,D,D,"104D, 99R","30R, 20D","1D,1R"
pennsylvania,2009,"12D, 7R",D,,D,D,D,"104D, 99R","30R, 20D",2D
pennsylvania,2010,"12D, 7R",D,,D,D,D,"104D, 99R","30R, 20D",2D
pennsylvania,2011,"12R, 7D",D,,R,D,R,"112R, 91D","30R, 20D","1D,1R"
pennsylvania,2012,"12R, 7D",D,,R,D,R,"112R, 91D","30R, 20D","1D,1R"
pennsylvania,2013,"13R, 5D",D,,R,D,R,"111R, 92D","27R, 23D","1D,1R"
pennsylvania,2014,"13R, 5D",D,,R,D,R,"111R, 92D","27R, 23D","1D,1R"
pennsylvania,2015,"13R, 5D",D,,R,D,D,"120R, 83D","30R, 20D","1D,1R"
pennsylvania,2016,"13R, 5D",D,,R,Donald Trump and Mike Pence (R ) Y,D,"119R, 84D","31R, 19D","1D,1R"
pennsylvania,2016,"13R, 5D",D,,R,Donald Trump and Mike Pence (R ) Y,D,"119R, 84D","31R, 19D","1D,1R"
pennsylvania,2017,"13R, 5D",D,,R,Donald Trump and Mike Pence (R ) Y,D,"121R, 82D","34R, 16D","1D,1R"
rhode island,1980,2D,R,D,,D,D,"84D, 16R","45D, 5R","1D,1R"
rhode island,1981,"1D,1R",R,D,,D,D,"82D, 18R","43D, 7R","1D,1R"
rhode island,1982,"1D,1R",R,D,,D,D,"82D, 18R","43D, 7R","1D,1R"
rhode island,1983,"1D,1R",R,D,,D,D,"86D, 14R","43D, 7R","1D,1R"
rhode island,1984,"1D,1R",R,D,,R,D,"86D, 14R","29D, 21R","1D,1R"
rhode island,1985,"1D,1R",R,D,,R,R,"76D, 23R, 1I","36D, 14R","1D,1R"
rhode island,1986,"1D,1R",R,D,,R,R,"76D, 23R, 1I","36D, 14R","1D,1R"
rhode island,1987,"1D,1R",R,D,,R,R,"80D, 20R","38D, 12R","1D,1R"
rhode island,1988,"1D,1R",R,D,,D,R,"80D, 20R","38D, 12R","1D,1R"
rhode island,1989,2R,R,D,,D,R,"86D, 14R","41D, 9R","1D,1R"
rhode island,1990,2R,R,D,,D,R,"86D, 14R","41D, 9R","1D,1R"
rhode island,1991,"1D,1R",R,D,,D,D,"89D, 11R","45D, 5R","1D,1R"
rhode island,1992,"1D,1R",R,D,,D,D,"89D, 11R","45D, 5R","1D,1R"
rhode island,1993,"1D,1R",R,D,,D,D,"85D, 15R","39D, 11R","1D,1R"
rhode island,1994,"1D,1R",R,D,,D,D,"85D, 15R","39D, 11R","1D,1R"
rhode island,1995,2D,R,D,,D,R,"84D, 16R","40D, 10R","1D,1R"
rhode island,1996,2D,R,D,,D,R,"84D, 16R","40D, 10R","1D,1R"
rhode island,1997,2D,R,D,,D,R,"84D, 16R","41D, 9R","1D,1R"
rhode island,1998,2D,R,D,,D,R,"84D, 16R","41D, 9R","1D,1R"
rhode island,1999,2D,R,D,,D,R,"86D, 13R, 1I","42D, 8R","1D,1R"
rhode island,2000,2D,R,D,,D,R,"86D, 13R, 1I","42D, 8R","1D,1R"
rhode island,2001,2D,R,D,,D,R,"85D, 15R","44D, 6R","1D,1R"
rhode island,2002,2D,R,D,,D,R,"85D, 15R","44D, 6R","1D,1R"
rhode island,2003,2D,R,D,,D,R,"63D, 11R, 1I","32D, 6R","1D,1R"
rhode island,2004,2D,R,D,,D,R,"63D, 11R, 1I","32D, 6R","1D,1R"
rhode island,2005,2D,R,D,,D,R,"59D, 16R","33D, 5R","1D,1R"
rhode island,2006,2D,R,D,,D,R,"59D, 16R","33D, 5R","1D,1R"
rhode island,2007,2D,D,D,,D,R,"60D, 15R","33D, 5R",2D
rhode island,2008,2D,D,D,,D,R,"60D, 15R","33D, 5R",2D
rhode island,2009,2D,D,D,,D,R,"69D, 6R","33D, 4R, 1I",2D
rhode island,2010,2D,D,D,,D,R,"69D, 6R","33D, 4R, 1I",2D
rhode island,2011,2D,D,D,,D,I,"65D, 10R","29D, 8R, 1I",2D
rhode island,2012,2D,D,D,,D,I,"65D, 9R, 1Lib","29D, 8R, 1I",2D
rhode island,2013,2D,D,D,,D,I,"69D, 6R","32D, 5R, 1I",2D
rhode island,2013,2D,D,D,,D,D,"69D, 6R","32D, 5R, 1I",2D
rhode island,2014,2D,D,D,,D,D,"69D, 6R","32D, 5R, 1I",2D
rhode island,2015,2D,D,D,,D,D,"63D, 11R, 1I","32D, 5R, 1I",2D
rhode island,2016,2D,D,D,,D,D,"62D, 12R, 1I","32D, 5R, 1I",2D
rhode island,2017,2D,D,D,,D,D,"64D, 11R","33D, 5R",2D
south carolina,1980,"4D, 2R",,R,D,D,D,"108D, 16R","42D, 4R","1D,1R"
south carolina,1981,"4R, 2D",,R,D,R,D,"108D, 16R","39D, 7R","1D,1R"
south carolina,1982,"4R, 2D",,R,D,R,D,"108D, 16R","39D, 7R","1D,1R"
south carolina,1983,"3D, 3R",,R,D,R,D,"105D, 19R","39D, 7R","1D,1R"
south carolina,1984,"3D, 3R",,R,D,R,D,"105D, 19R","39D, 7R","1D,1R"
south carolina,1985,"3D, 3R",,R,D,R,D,"96D, 28R","36D, 10R","1D,1R"
south carolina,1986,"3D, 3R",,R,D,R,D,"96D, 28R","36D, 10R","1D,1R"
south carolina,1987,"4D, 2R",,R,D,R,R,"92D, 32R","36D, 10R","1D,1R"
south carolina,1988,"4D, 2R",,R,D,R,R,"92D, 32R","36D, 10R","1D,1R"
south carolina,1989,"4D, 2R",,R,D,R,R,"88D, 36R","35D, 11R","1D,1R"
south carolina,1990,"4D, 2R",,R,D,R,R,"88D, 36R","35D, 11R","1D,1R"
south carolina,1991,"4D, 2R",,R,D,R,R,"80D, 44R","35D, 11R","1D,1R"
south carolina,1992,"4D, 2R",,R,D,R,R,"80D, 44R","35D, 11R","1D,1R"
south carolina,1993,"3D, 3R",,R,D,R,R,"74D, 50R","30D, 16R","1D,1R"
south carolina,1994,"3D, 3R",,R,D,R,R,"74D, 50R","30D, 16R","1D,1R"
south carolina,1995,"4R, 2D",,R,D,R,R,"70R, 54D","26D, 20R","1D,1R"
south carolina,1996,"4R, 2D",,R,D,R,R,"70R, 54D","26D, 20R","1D,1R"
south carolina,1997,"4R, 2D",,R,D,R,R,"71R, 53D","25D, 21R","1D,1R"
south carolina,1998,"4R, 2D",,R,D,R,R,"71R, 53D","25D, 21R","1D,1R"
south carolina,1999,"4R, 2D",,R,D,R,D,"67R, 57D","25D, 21R","1D,1R"
south carolina,2000,"4R, 2D",,R,D,R,D,"67R, 57D","25D, 21R","1D,1R"
south carolina,2001,"4R, 2D",,R,D,R,D,"71R, 53D","25R, 21D","1D,1R"
south carolina,2002,"4R, 2D",,R,D,R,D,"71R, 53D","25R, 21D","1D,1R"
south carolina,2003,"4R, 2D",,R,D,R,R,"73R, 51D","26R, 20D","1D,1R"
south carolina,2004,"4R, 2D",,R,D,R,R,"73R, 51D","26R, 20D","1D,1R"
south carolina,2005,"4R, 2D",,R,R,R,R,"74R, 50D","26R, 20D",2R
south carolina,2006,"4R, 2D",,R,R,R,R,"74R, 50D","26R, 20D",2R
south carolina,2007,"4R, 2D",,R,R,R,R,"73R, 51D","26R, 20D",2R
south carolina,2007,"4R, 2D",,R,R,R,R,"73R, 51D","26R, 19D",2R
south carolina,2007,"4R, 2D",,R,R,R,R,"73R, 51D","27R, 19D",2R
south carolina,2008,"4R, 2D",,R,R,R,R,"73R, 51D","27R, 19D",2R
south carolina,2009,"4R, 2D",,R,R,R,R,"73R, 51D","27R, 19D",2R
south carolina,2010,"4R, 2D",,R,R,R,R,"73R, 51D","27R, 19D",2R
south carolina,2011,"5R, 1D",,R,R,R,R,"76R, 48D","27R, 19D",2R
south carolina,2012,"5R, 1D",,R,R,R,R,"76R, 48D","27R, 19D",2R
south carolina,2012,"5R, 1D",,R,R,R,R,"76R, 48D","27R, 19D",2R
south carolina,2013,"6R, 1D",,R,R,R,R,"78R, 46D","28R, 18D",2R
south carolina,2014,"6R, 1D",,R,R,R,R,"78R, 46D","28R, 18D",2R
south carolina,2014,"6R, 1D",,R,R,R,R,"78R, 46D","28R, 18D",2R
south carolina,2015,"6R, 1D",,R,R,R,R,"78R, 46D","28R, 17D 1V",2R
south dakota,1980,"1D, 1R",,R,D,R,R,"48R, 22D","24R, 11D","1D,1R"
south dakota,1981,"1D, 1R",,R,R,R,R,"49R, 21D","25R, 10D",2R
south dakota,1982,"1D, 1R",,R,R,R,R,"49R, 21D","25R, 10D",2R
south dakota,1983,1D,,R,R,R,R,"52R, 18D","26R, 9D",2R
south dakota,1984,1D,,R,R,R,R,"52R, 18D","26R, 9D",2R
south dakota,1985,1D,,R,R,R,R,"57R, 13D","25R, 10D",2R
south dakota,1986,1D,,R,R,R,R,"57R, 13D","25R, 10D",2R
south dakota,1987,1D,,R,D,R,R,"48R, 22D","24R, 11D","1D,1R"
south dakota,1988,1D,,R,D,R,R,"48R, 22D","24R, 11D","1D,1R"
south dakota,1989,1D,,R,D,R,R,"46R, 24D","20R, 15D","1D,1R"
south dakota,1990,1D,,R,D,R,R,"46R, 24D","20R, 15D","1D,1R"
south dakota,1991,1D,,R,D,R,R,"45R, 25D","18R, 17D","1D,1R"
south dakota,1992,1D,,R,D,R,R,"45R, 25D","18R, 17D","1D,1R"
south dakota,1993,1D,,R,D,R,R,"41R, 29D","20D, 15R","1D,1R"
south dakota,1994,1D,,R,D,R,R,"41R, 29D","20D, 15R","1D,1R"
south dakota,1995,1D,,R,D,R,R,"45R, 24D, 1I","19R, 16D","1D,1R"
south dakota,1996,1D,,R,D,R,R,"45R, 24D, 1I","19R, 16D","1D,1R"
south dakota,1997,1R,,D,D,R,R,"47R, 23D","22R, 13D",2D
south dakota,1998,1R,,D,D,R,R,"47R, 23D","22R, 13D",2D
south dakota,1999,1R,,D,D,R,R,"52R, 18D","22R, 13D",2D
south dakota,2000,1R,,D,D,R,R,"52R, 18D","22R, 13D",2D
south dakota,2001,1R,,D,D,R,R,"50R, 20D","24R, 11D",2D
south dakota,2002,1R,,D,D,R,R,"50R, 20D","24R, 11D",2D
south dakota,2003,1R,,D,D,R,R,"49R, 21D","26R, 9D",2D
south dakota,2004,1D,,D,D,R,R,"49R, 21D","26R, 9D",2D
south dakota,2005,1D,,D,R,R,R,"51R, 19D","25R, 10D","1D,1R"
south dakota,2006,1D,,D,R,R,R,"51R, 19D","25R, 10D","1D,1R"
south dakota,2007,1D,,D,R,R,R,"50R, 20D","20R, 15D","1D,1R"
south dakota,2008,1D,,D,R,R,R,"50R, 20D","20R, 15D","1D,1R"
south dakota,2009,1D,,D,R,R,R,"46R, 24D","21R, 14D","1D,1R"
south dakota,2010,1D,,D,R,R,R,"46R, 24D","21R, 14D","1D,1R"
south dakota,2011,1R,,D,R,R,R,"50R, 19D, 1I","30R, 5D","1D,1R"
south dakota,2012,1R,,D,R,R,R,"50R, 19D, 1I","30R, 5D","1D,1R"
south dakota,2013,1R,,D,R,R,R,"53R, 17D","28R, 7D","1D,1R"
south dakota,2014,1R,,D,R,R,R,"53R, 17D","28R, 7D","1D,1R"
south dakota,2015,1R,,R,R,R,R,"58R, 12D","27R, 8D",2R
south dakota,2016,1R,,R,R,R,R,"58R, 12D","27R, 8D",2R
south dakota,2017,1R,,R,R,R,R,"60R, 10D","29R, 6D",2R
tennessee,1980,"5D, 3R",D,R,,R,R,"60D, 38R, 1I","20D, 12R, 1I","1D,1R"
tennessee,1981,"5D, 3R",D,R,,R,R,"58D, 39R, 2I","20D, 12R, 1I","1D,1R"
tennessee,1982,"5D, 3R",D,R,,R,R,"58D, 39R, 2I","21D, 11R, 1I","1D,1R"
tennessee,1983,"6D, 3R",D,R,,R,R,"60D, 38R, 1I","21D, 11R, 1I","1D,1R"
tennessee,1984,"6D, 3R",D,R,,R,R,"60D, 38R, 1I","22D, 11R","1D,1R"
tennessee,1985,"6D, 3R",D,D,,R,R,"62D, 37R","23D, 10R",2D
tennessee,1986,"6D, 3R",D,D,,R,R,"62D, 37R","23D, 10R",2D
tennessee,1987,"6D, 3R",D,D,,R,D,"61D, 38R","23D, 10R",2D
tennessee,1988,"6D, 3R",D,D,,R,D,"61D, 38R","23D, 10R",2D
tennessee,1989,"6D, 3R",D,D,,R,D,"59D, 40R","22D, 11R",2D
tennessee,1990,"6D, 3R",D,D,,R,D,"59D, 40R","22D, 11R",2D
tennessee,1991,"6D, 3R",D,D,,R,D,"55D, 44R","20D, 13R",2D
tennessee,1992,"6D, 3R",D,D,,D,D,"55D, 44R","20D, 13R",2D
tennessee,1993,"6D, 3R",D,D,,D,D,"64D, 35R","19D, 14R",2D
tennessee,1994,"6D, 3R",D,D,,D,D,"64D, 35R","19D, 14R",2D
tennessee,1994,"6D, 3R",D,R,,D,D,"64D, 35R","19D, 14R","1D,1R"
tennessee,1995,"5R, 4D",R,R,,D,R,"59D, 40R","18D, 15R",2R
tennessee,1996,"5R, 4D",R,R,,D,R,"59D, 40R","17R, 16D",2R
tennessee,1997,"5R, 4D",R,R,,D,R,"61D, 38R","18D, 15R",2R
tennessee,1998,"5R, 4D",R,R,,D,R,"61D, 38R","18D, 15R",2R
tennessee,1999,"5R, 4D",R,R,,D,R,"59D, 40R","18D, 15R",2R
tennessee,2000,"5R, 4D",R,R,,R,R,"59D, 40R","18D, 15R",2R
tennessee,2001,"5R, 4D",R,R,,R,R,"58D, 41R","18D, 15R",2R
tennessee,2002,"5R, 4D",R,R,,R,R,"58D, 41R","18D, 15R",2R
tennessee,2003,"5D, 4R",R,R,,R,D,"54D, 45R","18D, 15R",2R
tennessee,2004,"5D, 4R",R,R,,R,D,"54D, 45R","18D, 15R",2R
tennessee,2005,"5D, 4R",R,R,,R,D,"53D, 46R","17R, 16D",2R
tennessee,2006,"5D, 4R",R,R,,R,D,"53D, 46R","17R, 16D",2R
tennessee,2007,"5D, 4R",R,R,,R,D,"53D, 46R","17R, 16D",2R
tennessee,2007,"5D, 4R",R,R,,R,D,"53D, 46R","16R, 16D, 1I",2R
tennessee,2007,"5D, 4R",R,R,,R,D,"53D, 46R","16R, 15D, 1I",2R
tennessee,2007,"5D, 4R",R,R,,R,D,"53D, 46R","16R, 16D, 1I",2R
tennessee,2008,"5D, 4R",R,R,,R,D,"53D, 46R","16R, 16D, 1I",2R
tennessee,2009,"5D, 4R",R,R,,R,D,"50R, 49D","19R, 14D",2R
tennessee,2009,"5D, 4R",R,R,,R,D,"49R, 49D, 1CCR","19R, 14D",2R
tennessee,2010,"5D, 4R",R,R,,R,D,"50R, 48D, 1I","19R, 14D",2R
tennessee,2011,"7R, 2D",R,R,,R,R,"64R, 34D, 1I","20R, 13D",2R
tennessee,2012,"7R, 2D",R,R,,R,R,"64R, 34D, 1I","20R, 13D",2R
tennessee,2013,"7R, 2D",R,R,,R,R,"71R, 27D, 1I","26R, 7D",2R
tennessee,2014,"7R, 2D",R,R,,R,R,"71R, 27D, 1I","26R, 7D",2R
tennessee,2015,"7R, 2D",R,R,,R,R,"73R, 26D","28R, 5D",2R
tennessee,2016,"7R, 2D",R,R,,R,R,"73R, 26D","28R, 5D",2R
tennessee,2017,"7R, 2D",R,R,,R,R,"74R, 25D","28R, 5D",2R
texas,1980,"20D, 4R",D,R,,R,R,"127D, 23R","27D, 4R","1D,1R"
texas,1981,"19D, 5R",D,R,,R,R,"113D, 37R","24D, 7R","1D,1R"
texas,1982,"19D, 5R",D,R,,R,R,"113D, 37R","24D, 7R","1D,1R"
texas,1983,"21D, 6R",D,R,,R,D,"113D, 37R","26D, 5R","1D,1R"
texas,1984,"21D, 6R",D,R,,R,D,"113D, 37R","26D, 5R","1D,1R"
texas,1985,"17D, 10R",D,R,,R,D,"95D, 55R","25D, 6R","1D,1R"
texas,1986,"17D, 10R",D,R,,R,D,"95D, 55R","25D, 6R","1D,1R"
texas,1987,"17D, 10R",D,R,,R,R,"90D, 60R","25D, 6R","1D,1R"
texas,1988,"17D, 10R",D,R,,R,R,"90D, 60R","25D, 6R","1D,1R"
texas,1989,"19D, 8R",D,R,,R,R,"91D, 59R","23D, 8R","1D,1R"
texas,1990,"19D, 8R",D,R,,R,R,"91D, 59R","23D, 8R","1D,1R"
texas,1991,"19D, 8R",D,R,,R,D,"90D, 60R","22D, 9R","1D,1R"
texas,1992,"19D, 8R",D,R,,R,D,"90D, 60R","22D, 9R","1D,1R"
texas,1993,"21D, 9R",D,R,,R,D,"91D, 59R","18D, 13R","1D,1R"
texas,1993,"21D, 9R",R,R,,R,D,"91D, 59R","18D, 13R",2R
texas,1994,"21D, 9R",R,R,,R,D,"91D, 59R","18D, 13R",2R
texas,1995,"18D, 12R",R,R,,R,R,"87D, 63R","17D, 14R",2R
texas,1996,"18D, 12R",R,R,,R,R,"87D, 63R","17D, 14R",2R
texas,1997,"17D, 13R",R,R,,R,R,"82D, 68R","17R, 14D",2R
texas,1998,"17D, 13R",R,R,,R,R,"82D, 68R","17R, 14D",2R
texas,1999,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2000,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2000,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2001,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2002,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2002,"17D, 13R",R,R,,R,R,"78D, 72R","16R, 15D",2R
texas,2003,"17D, 15R",R,R,,R,R,"88R, 62D","19R, 12D",2R
texas,2004,"17D, 15R",R,R,,R,R,"88R, 62D","19R, 12D",2R
texas,2005,"21R, 11D",R,R,,R,R,"86R, 64D","19R, 12D",2R
texas,2006,"21R, 11D",R,R,,R,R,"86R, 64D","19R, 12D",2R
texas,2007,"19R, 13D",R,R,,R,R,"80R, 69D","20R, 11D",2R
texas,2007,"19R, 13D",R,R,,R,R,"81R, 69D","20R, 11D",2R
texas,2008,"19R, 13D",R,R,,R,R,"77R, 71D","20R, 11D",2R
texas,2009,"20R, 12D",R,R,,R,R,"76R, 74D","19R, 12D",2R
texas,2010,"20R, 12D",R,R,,R,R,"76R, 74D","19R, 12D",2R
texas,2011,"23R, 9D",R,R,,R,R,"101R, 49D","19R, 12D",2R
texas,2012,"23R, 9D",R,R,,R,R,"101R, 49D","19R, 12D",2R
texas,2013,"24R, 12D",R,R,,R,R,"95R, 55D","19R, 12D",2R
texas,2014,"24R, 12D",R,R,,R,R,"95R, 55D","19R, 12D",2R
texas,2015,"25R, 11D",R,R,,R,R,"98R, 52D","20R, 11D",2R
texas,2016,"25R, 11D",R,R,,R,R,"99R, 50D, 1I","20R, 11D",2R
texas,2017,"25R, 11D",R,R,,R,R,"95R, 55D","20R, 11D",2R
utah,1980,"1D, 1R",R,,R,R,D,"51R, 24D","19R, 10D",2R
utah,1981,2R,R,,R,R,D,"58R, 17D","22R, 7D",2R
utah,1982,2R,R,,R,R,D,"58R, 17D","22R, 7D",2R
utah,1983,3R,R,,R,R,D,"59R, 16D","24R, 5D",2R
utah,1984,3R,R,,R,R,D,"59R, 16D","24R, 5D",2R
utah,1985,3R,R,,R,R,R,"62R, 13D","23R, 6D",2R
utah,1986,3R,R,,R,R,R,"62R, 13D","23R, 6D",2R
utah,1987,"2R, 1D",R,,R,R,R,"48R, 27D","21R, 8D",2R
utah,1988,"2R, 1D",R,,R,R,R,"48R, 27D","21R, 8D",2R
utah,1989,"2R, 1D",R,,R,R,R,"47R, 28D","22R, 7D",2R
utah,1990,"2R, 1D",R,,R,R,R,"47R, 28D","22R, 7D",2R
utah,1991,"2D, 1R",R,,R,R,R,"44R, 31D","19R, 10D",2R
utah,1992,"2D, 1R",R,,R,R,R,"44R, 31D","19R, 10D",2R
utah,1993,"2D, 1R",R,,R,R,R,"49R, 26D","18R, 11D",2R
utah,1994,"2D, 1R",R,,R,R,R,"49R, 26D","18R, 11D",2R
utah,1995,"2R, 1D",R,,R,R,R,"55R, 20D","19R, 10D",2R
utah,1995,"2R, 1D",R,,R,R,R,"55R, 20D","19R, 10D",2R
utah,1996,"2R, 1D",R,,R,R,R,"55R, 20D","19R, 10D",2R
utah,1997,3R,R,,R,R,R,"55R, 20D","20R, 9D",2R
utah,1998,3R,R,,R,R,R,"55R, 20D","20R, 9D",2R
utah,1999,3R,R,,R,R,R,"54R, 21D","18R, 11D",2R
utah,2000,3R,R,,R,R,R,"54R, 21D","18R, 11D",2R
utah,2001,"2R, 1D",R,,R,R,R,"51R, 24D","20R, 9D",2R
utah,2002,"2R, 1D",R,,R,R,R,"51R, 24D","20R, 9D",2R
utah,2003,"2R, 1D",R,,R,R,R,"56R, 19D","22R, 7D",2R
utah,2004,"2R, 1D",R,,R,R,R,"56R, 19D","22R, 7D",2R
utah,2005,"2R, 1D",R,,R,R,R,"56R, 19D","21R, 8D",2R
utah,2006,"2R, 1D",R,,R,R,R,"56R, 19D","21R, 8D",2R
utah,2007,"2R, 1D",R,,R,R,R,"55R, 20D","21R, 8D",2R
utah,2008,"2R, 1D",R,,R,R,R,"55R, 20D","21R, 8D",2R
utah,2009,"2R, 1D",R,,R,R,R,"53R, 22D","21R, 8D",2R
utah,2010,"2R, 1D",R,,R,R,R,"53R, 22D","21R, 8D",2R
utah,2011,"2R, 1D",R,,R,R,R,"58R, 17D","22R, 7D",2R
utah,2012,"2R, 1D",R,,R,R,R,"58R, 17D","22R, 7D",2R
utah,2013,"3R, 1D",R,,R,R,R,"61R, 14D","24R, 5D",2R
utah,2014,"3R, 1D",R,,R,R,R,"61R, 14D","24R, 5D",2R
utah,2015,4R,R,,R,R,R,"63R, 12D","24R, 5D",2R
utah,2016,4R,R,,R,R,R,"63R, 12D","24R, 5D",2R
utah,2017,4R,R,,R,R,R,"62R, 13D","24R, 5D",2R
vermont,1980,1R,R,,D,R,R,"79R, 69D, 2I","20R, 10D","1D,1R"
vermont,1981,1R,R,,D,R,R,"84R, 63D, 2I, 1?","16R, 14D","1D,1R"
vermont,1982,1R,R,,D,R,R,"84R, 63D, 2I, 1?","16R, 14D","1D,1R"
vermont,1983,1R,R,,D,R,R,"84R, 65D, 1I","17R, 13D","1D,1R"
vermont,1984,1R,R,,D,R,R,"84R, 65D, 1I","17R, 13D","1D,1R"
vermont,1985,1R,R,,D,R,D,"77R, 72D, 1I","18D, 12R","1D,1R"
vermont,1986,1R,R,,D,R,D,"77R, 72D, 1I","18D, 12R","1D,1R"
vermont,1987,1R,R,,D,R,D,"75D, 74R, 1I","18D, 12R","1D,1R"
vermont,1988,1R,R,,D,R,D,"75D, 74R, 1I","18D, 12R","1D,1R"
vermont,1989,1R,R,,D,R,D,"76D, 74R","16D, 14R","1D,1R"
vermont,1990,1R,R,,D,R,D,"76D, 74R","16D, 14R","1D,1R"
vermont,1991,1I,R,,D,R,R,"75R, 73D, 2VP","15D, 15R","1D,1R"
vermont,1992,1I,R,,D,D,D,"75R, 73D, 2VP","15D, 15R","1D,1R"
vermont,1993,1I,R,,D,D,D,"87D, 57R, 4I, 2VP","16R, 14D","1D,1R"
vermont,1994,1I,R,,D,D,D,"87D, 57R, 4I, 2VP","16R, 14D","1D,1R"
vermont,1995,1I,R,,D,D,D,"86D, 61R, 2VP, 1I","18R, 12D","1D,1R"
vermont,1996,1I,R,,D,D,D,"86D, 61R, 2VP, 1I","18R, 12D","1D,1R"
vermont,1997,1I,R,,D,D,D,"89D, 57R, 3VP, 1I","17D, 13R","1D,1R"
vermont,1998,1I,R,,D,D,D,"89D, 57R, 3VP, 1I","17D, 13R","1D,1R"
vermont,1999,1I,R,,D,D,D,"77D, 66R, 4VP, 2I, 1 Lib.","17D, 13R","1D,1R"
vermont,2000,1I,R,,D,D,D,"77D, 66R, 4VP, 2I, 1 Lib.","17D, 13R","1D,1R"
vermont,2001,1I,I,,D,D,D,"83R, 62D, 4VP, 1I","16D, 14R","1I,1D"
vermont,2002,1I,I,,D,D,D,"82R, 63D, 4VP, 1I","16D, 14R","1I,1D"
vermont,2003,1I,I,,D,D,R,"73R, 70D, 4VP, 3I","19D, 11R","1I,1D"
vermont,2004,1I,I,,D,D,R,"73R, 70D, 4VP, 3I","19D, 11R","1I,1D"
vermont,2005,1I,I,,D,D,R,"83D, 60R, 6VP, 1I","21D, 9R","1I,1D"
vermont,2006,1I,I,,D,D,R,"83D, 60R, 6VP, 1I","21D, 9R","1I,1D"
vermont,2007,1D,I,,D,D,R,"93D, 49R, 6VP, 2I","23D, 7R","1I,1D"
vermont,2008,1D,I,,D,D,R,"93D, 49R, 6VP, 2I","23D, 7R","1I,1D"
vermont,2009,1D,I,,D,D,R,"95D, 48R, 5VP, 2I","23D, 7R","1I,1D"
vermont,2010,1D,I,,D,D,R,"95D, 48R, 5VP, 2I","23D, 7R","1I,1D"
vermont,2011,1D,I,,D,D,D,"94D, 48R, 5VP, 3I","20D, 8R, 2VP","1I,1D"
vermont,2012,1D,I,,D,D,D,"94D, 48R, 5VP, 3I","20D, 8R, 2VP","1I,1D"
vermont,2013,1D,I,,D,D,D,"96D, 45R, 5VP, 4I","20D, 7R, 3VP","1I,1D"
vermont,2014,1D,I,,D,D,D,"96D, 45R, 5VP, 4I","20D, 7R, 3VP","1I,1D"
vermont,2015,1D,I,,D,D,D,"85D, 53R, 6VP, 6I","18D, 9R, 3VP","1I,1D"
vermont,2016,1D,I,,D,D,D,"85D, 53R, 6VP, 6I","18D, 9R, 3VP","1I,1D"
virginia,1980,"6R, 4D",I,R,,R,R,"74D, 25R, 1I","31D, 9R","1I,1R"
virginia,1981,"9R, 1D",I,R,,R,R,"74D, 25R, 1I","31D, 9R","1I,1R"
virginia,1982,"9R, 1D",I,R,,R,D,"66D, 32R, 2I","31D, 9R","1I,1R"
virginia,1983,"6R, 4D",R,R,,R,D,"65D, 34R, 1I","31D, 9R",2R
virginia,1984,"6R, 4D",R,R,,R,D,"65D, 34R, 1I","32D, 8R",2R
virginia,1985,"6R, 4D",R,R,,R,D,"65D, 34R, 1I","32D, 8R",2R
virginia,1986,"6R, 4D",R,R,,R,D,"65D, 33R, 2I","32D, 8R",2R
virginia,1987,"5R, 5D",R,R,,R,D,"65D, 33R, 2I","32D, 8R",2R
virginia,1988,"5R, 5D",R,R,,R,D,"64D, 35R, 1I","30D, 10R",2R
