state,year,congress house,congress sen class 1,congress sen class 2,congress sen class 3,electoral,governor,legislature house,legislature sen,congress sen
virginia,1989,"5R, 5D",D,R,,R,D,"64D, 35R, 1I","30D, 10R","1D,1R"
virginia,1990,"5R, 5D",D,R,,R,D,"59D, 40R, 1I","30D, 10R","1D,1R"
virginia,1991,"6D, 4R",D,R,,R,D,"59D, 40R, 1I","30D, 10R","1D,1R"
virginia,1992,"6D, 4R",D,R,,R,D,"58D, 40R, 1I","22D, 18R","1D,1R"
virginia,1993,"7D, 4R",D,R,,R,D,"58D, 40R, 1I","22D, 18R","1D,1R"
virginia,1994,"7D, 4R",D,R,,R,R,"52D, 47R, 1I","22D, 18R","1D,1R"
virginia,1995,"6D, 5R",D,R,,R,R,"52D, 47R, 1I","22D, 18R","1D,1R"
virginia,1996,"6D, 5R",D,R,,R,R,"52D, 47R, 1I","20R, 20D","1D,1R"
virginia,1997,"6D, 5R",D,R,,R,R,"52D, 47R, 1I","20R, 20D","1D,1R"
virginia,1998,"6D, 5R",D,R,,R,R,"50D, 49R, 1I","21R, 19D","1D,1R"
virginia,1999,"6D, 5R",D,R,,R,R,"50D, 49R, 1I","21R, 19D","1D,1R"
virginia,2000,"6D, 5R",D,R,,R,R,"52R, 47D, 1I","21R, 19D","1D,1R"
virginia,2001,"6R, 4D, 1I",R,R,,R,R,"52R, 47D, 1I","21R, 19D",2R
virginia,2002,"6R, 4D, 1I",R,R,,R,D,"64R, 34D, 2I","21R, 19D",2R
virginia,2002,"8R, 3D",R,R,,R,D,"64R, 34D, 2I","21R, 19D",2R
virginia,2003,"8R, 3D",R,R,,R,D,"64R, 34D, 2I","21R, 19D",2R
virginia,2004,"8R, 3D",R,R,,R,D,"61R, 37D, 2I","24R, 16D",2R
virginia,2005,"8R, 3D",R,R,,R,D,"61R, 37D, 2I","24R, 16D",2R
virginia,2005,"8R, 3D",R,R,,R,D,"61R, 37D, 2I","24R, 16D",2R
virginia,2006,"8R, 3D",R,R,,R,D,"57R, 40D, 3I","24R, 16D",2R
virginia,2007,"8R, 3D",D,R,,R,D,"57R, 40D, 3I","24R, 16D","1D,1R"
virginia,2008,"8R, 3D",D,R,,D,D,"54R, 44D, 2I","21D, 19R","1D,1R"
virginia,2009,"6D, 5R",D,D,,D,D,"53R, 45D, 2I","21D, 19R",2D
virginia,2010,"6D, 5R",D,D,,D,R,"59R, 39D, 2I","22D, 18R",2D
virginia,2011,"8R, 3D",D,D,,D,R,"59R, 39D, 2I","22D, 18R",2D
virginia,2012,"8R, 3D",D,D,,D,R,"67R, 32D, 1I","20R, 20D",2D
virginia,2013,"8R, 3D",D,D,,D,R,"67R, 32D, 1I","20R, 20D",2D
virginia,2014,"8R, 3D",D,D,,D,D,"68R, 32D","20D, 20R",2D
virginia,2014,"8R, 3D",D,D,,D,D,"68R, 32D","21R, 19D",2D
virginia,2015,"8R, 3D",D,D,,D,D,"67R, 32D, 1I","21R, 19D",2D
virginia,2016,"8R, 3D",D,D,,D,D,"66R, 34D","21R, 19D",2D
washington,1980,"6D, 1R",D,,D,R,D,"49D, 49R","30D, 19R",2D
washington,1981,"5D, 2R",D,,R,R,R,"56R, 42D","25R, 24D","1D,1R"
washington,1982,"5D, 2R",D,,R,R,R,"55R, 43D","25R, 24D","1D,1R"
washington,1983,"5D, 3R",R,,R,R,R,"54D, 44R","26D, 23R",2R
washington,1984,"5D, 3R",R,,R,R,R,"53D, 45R","26D, 23R",2R
washington,1985,"5D, 3R",R,,R,R,D,"53D, 45R","27D, 22R",2R
washington,1986,"5D, 3R",R,,R,R,D,"53D, 45R","27D, 22R",2R
washington,1987,"5D, 3R",R,,D,R,D,"61D, 37R","25D, 24R","1D,1R"
washington,1988,"5D, 3R",R,,D,D,D,"61D, 37R","25R, 24D","1D,1R"
washington,1989,"5D, 3R",R,,D,D,D,"63D, 35R","25R, 24D","1D,1R"
washington,1990,"5D, 3R",R,,D,D,D,"63D, 35R","25R, 24D","1D,1R"
washington,1991,"5D, 3R",R,,D,D,D,"58D, 40R","25R, 24D","1D,1R"
washington,1992,"5D, 3R",R,,D,D,D,"58D, 40R","25R, 24D","1D,1R"
washington,1993,"8D, 1R",R,,D,D,D,"65D, 33R","28D, 21R","1D,1R"
washington,1994,"8D, 1R",R,,D,D,D,"65D, 33R","28D, 21R","1D,1R"
washington,1995,"7R, 2D",R,,D,D,D,"61R, 37D","25D, 24R","1D,1R"
washington,1996,"7R, 2D",R,,D,D,D,"62R, 36D","25D, 24R","1D,1R"
washington,1997,"6R, 3D",R,,D,D,D,"56R, 42D","26R, 23D","1D,1R"
washington,1998,"6R, 3D",R,,D,D,D,"57R, 41D","26R, 23D","1D,1R"
washington,1999,"5D, 4R",R,,D,D,D,"49D, 49R","27D, 23R","1D,1R"
washington,2000,"5D, 4R",R,,D,D,D,"49D, 49R","27D, 23R","1D,1R"
washington,2001,"6D, 3R",D,,D,D,D,"49D, 49R","25D, 24R",2D
washington,2002,"6D, 3R",D,,D,D,D,"50D, 48R","25D, 24R",2D
washington,2003,"6D, 3R",D,,D,D,D,"52D, 46R","25R, 24D",2D
washington,2004,"6D, 3R",D,,D,D,D,"52D, 46R","25R, 24D",2D
washington,2005,"6D, 3R",D,,D,D,D,"55D, 43R","26D, 23R",2D
washington,2006,"6D, 3R",D,,D,D,D,"55D, 43R","26D, 23R",2D
washington,2007,"6D, 3R",D,,D,D,D,"62D, 36R","32D, 17R",2D
washington,2008,"6D, 3R",D,,D,D,D,"63D, 35R","32D, 17R",2D
washington,2009,"6D, 3R",D,,D,D,D,"62D, 36R","31D, 18R",2D
washington,2010,"6D, 3R",D,,D,D,D,"61D, 37R","31D, 18R",2D
washington,2011,"5D, 4R",D,,D,D,D,"56D, 42R","27D, 22R",2D
washington,2012,"5D, 4R",D,,D,D,D,"56D, 42R","27D, 22R",2D
washington,2013,"6D, 4R",D,,D,D,D,"55D, 43R","25 Coalition, 24D",2D
washington,2014,"6D, 4R",D,,D,D,D,"55D, 43R","26 Coalition, 23D",2D
washington,2015,"6D, 4R",D,,D,D,D,"51D, 47R","26R, 23D",2D
washington,2016,"6D, 4R",D,,D,D,D,"50D, 48R","26R, 23D",2D
"washington, d.c.",1980,1D,,,,D,D,,,
"washington, d.c.",1981,1D,,,,D,D,,,
"washington, d.c.",1982,1D,,,,D,D,,,
"washington, d.c.",1983,1D,,,,D,D,,,
"washington, d.c.",1984,1D,,,,D,D,,,
"washington, d.c.",1985,1D,,,,D,D,,,
"washington, d.c.",1986,1D,,,,D,D,,,
"washington, d.c.",1987,1D,,,,D,D,,,
"washington, d.c.",1988,1D,,,,D,D,,,
"washington, d.c.",1989,1D,,,,D,D,,,
"washington, d.c.",1990,1D,,,,D,D,,,
"washington, d.c.",1991,1D,D,D,,D,D,,,2D
"washington, d.c.",1992,1D,D,D,,D,D,,,2D
"washington, d.c.",1993,1D,D,D,,D,D,,,2D
"washington, d.c.",1994,1D,D,D,,D,D,,,2D
"washington, d.c.",1995,1D,D,D,,D,D,,,2D
"washington, d.c.",1996,1D,D,D,,D,D,,,2D
"washington, d.c.",1997,1D,D,D,,D,D,,,2D
"washington, d.c.",1997,1D,D,D,,D,D,,,2D
"washington, d.c.",1998,1D,D,D,,D,D,,,2D
"washington, d.c.",1999,1D,D,D,,D,D,,,2D
"washington, d.c.",2000,1D,D,D,,D,D,,,2D
"washington, d.c.",2001,1D,D,D,,D,D,,,2D
"washington, d.c.",2002,1D,D,D,,D,D,,,2D
"washington, d.c.",2003,1D,D,D,,D,D,,,2D
"washington, d.c.",2004,1D,D,D,,D,D,,,2D
"washington, d.c.",2004,1D,D,D,,D,D,,,2D
"washington, d.c.",2005,1D,D,D,,D,D,,,2D
"washington, d.c.",2006,1D,D,D,,D,D,,,2D
"washington, d.c.",2007,1D,D,D,,D,D,,,2D
"washington, d.c.",2008,1D,D,D,,D,D,,,2D
"washington, d.c.",2009,1D,D,D,,D,D,,,2D
"washington, d.c.",2010,1D,D,D,,D,D,,,2D
"washington, d.c.",2011,1D,D,D,,D,D,,,2D
"washington, d.c.",2012,1D,D,D,,D,D,,,2D
"washington, d.c.",2013,1D,D,D,,D,D,,,2D
"washington, d.c.",2014,1D,I,D,,D,D,,,"1I,1D"
"washington, d.c.",2015,1D,I,D,,D,D,,,"1I,1D"
west virginia,2000,3 D,D,D,,R,R,"75 D
25 R","29 D
5 R",2D
west virginia,2001,"2 D
1 R",D,D,,R,D,"75 D
25 R","28 D
6 R",2D
west virginia,2002,"2 D
1 R",D,D,,R,D,"75 D
25 R","28 D
6 R",2D
west virginia,2003,"2 D
1 R",D,D,,R,D,"68 D
32 R","24 D
10 R",2D
west virginia,2004,"2 D
1 R",D,D,,R,D,"68 D
32 R","24 D
10 R",2D
west virginia,2005,"2 D
1 R",D,D,,R,D,"68 D
32 R","21 D
13 R",2D
west virginia,2006,"2 D
1 R",D,D,,R,D,"68 D
32 R","21 D
13 R",2D
west virginia,2007,"2 D
1 R",D,D,,R,D,"72 D
28 R","23 D
11 R",2D
west virginia,2008,"2 D
1 R",D,D,,R,D,"72 D
28 R","23 D
11 R",2D
west virginia,2009,"2 D
1 R",D,D,,R,D,"71 D
29 R","26 D
8 R",2D
west virginia,2010,"2 D
1 R",D,D,,R,D,"71 D
29 R","26 D
8 R",2D
west virginia,2011,"2 R
1 D",D,D,,R,D,"65 D
35 R","28 D
6 R",2D
west virginia,2012,"2 R
1 D",D,D,,R,D,"65 D
35 R","28 D
6 R",2D
west virginia,2013,"2 R
1 D",D,D,,R,D,"54 D
46 R","25 D
9 R",2D
west virginia,2014,"2 R
1 D",D,D,,R,D,"53 D
47 R","24 D
10 R",2D
west virginia,2015,3 R,D,R,,R,D,"64 R
36 D","18 R
16 D","1D,1R"
west virginia,2016,3 R,D,R,,R,D,"64 R
36 D","18 R
16 D","1D,1R"
west virginia,2017,3 R,D,R,,R,D,"63 R
37 D","22 R
12 D","1D,1R"
wisconsin,2000,"5D, 4R",D,,D,D,R,"55R, 44D","17D, 16R",2D
wisconsin,2001,"5D, 4R",D,,D,D,R,"56R, 43D","18D, 15R",2D
wisconsin,2002,"5D, 4R",D,,D,D,R,"56R, 43D","18D, 15R",2D
wisconsin,2003,"4R, 4D",D,,D,D,D,"58R, 41D","18R, 15D",2D
wisconsin,2004,"4R, 4D",D,,D,D,D,"58R, 41D","18R, 15D",2D
wisconsin,2005,"4R, 4D",D,,D,D,D,"60R, 39D","19R, 14D",2D
wisconsin,2006,"4R, 4D",D,,D,D,D,"60R, 39D","19R, 14D",2D
wisconsin,2007,"5D, 3R",D,,D,D,D,"52R, 47D","18D, 15R",2D
wisconsin,2008,"5D, 3R",D,,D,D,D,"52R, 47D","18D, 15R",2D
wisconsin,2009,"5D, 3R",D,,D,D,D,"52D, 46R, 1I","18D, 15R",2D
wisconsin,2010,"5D, 3R",D,,D,D,D,"52D, 46R, 1I","18D, 15R",2D
wisconsin,2011,"5R, 3D",D,,R,D,R,"59R, 39D, 1I","19R, 14D","1D,1R"
wisconsin,2011,"5R, 3D",D,,R,D,R,"59R, 39D, 1I","17R, 16D","1D,1R"
wisconsin,2012,"5R, 3D",D,,R,D,R,"59R, 39D, 1I","17D, 16R","1D,1R"
wisconsin,2013,"5R, 3D",D,,R,D,R,"60R, 39D","18R, 15D","1D,1R"
wisconsin,2014,"5R, 3D",D,,R,D,R,"60R, 39D","18R, 15D","1D,1R"
wisconsin,2015,"5R, 3D",D,,R,D,R,"63R, 36D","19R, 14D","1D,1R"
wisconsin,2016,"5R, 3D",D,,R,R,R,"63R, 36D","19R, 14D","1D,1R"
wisconsin,2017,"5R, 3D",D,,R,R,R,"64R, 35D","20R, 13D","1D,1R"
wyoming,1980,1R,R,R,,R,D,"42R, 20D","19R, 11D",2R
wyoming,1981,1R,R,R,,R,D,"39R, 23D","19R, 11D",2R
wyoming,1982,1R,R,R,,R,D,"39R, 23D","19R, 11D",2R
wyoming,1983,1R,R,R,,R,D,"38R, 25D, 1I","19R, 11D",2R
wyoming,1984,1R,R,R,,R,D,"38R, 25D, 1I","19R, 11D",2R
wyoming,1985,1R,R,R,,R,D,"46R, 18D","19R, 11D",2R
wyoming,1986,1R,R,R,,R,D,"46R, 18D","19R, 11D",2R
wyoming,1987,1R,R,R,,R,D,"44R, 20D","19R, 11D",2R
wyoming,1988,1R,R,R,,R,D,"44R, 20D","19R, 11D",2R
wyoming,1989,1R,R,R,,R,D,"43R, 21D","19R, 11D",2R
wyoming,1990,1R,R,R,,R,D,"43R, 21D","19R, 11D",2R
wyoming,1991,1R,R,R,,R,D,"42R, 22D","20R, 10D",2R
wyoming,1992,1R,R,R,,R,D,"42R, 22D","20R, 10D",2R
wyoming,1993,1R,R,R,,R,D,"41R, 19D","20R, 10D",2R
wyoming,1994,1R,R,R,,R,D,"41R, 19D","20R, 10D",2R
wyoming,1995,1R,R,R,,R,R,"47R, 13D","20R, 10D",2R
wyoming,1996,1R,R,R,,R,R,"47R, 13D","20R, 10D",2R
wyoming,1997,1R,R,R,,R,R,"43R, 17D","21R, 9D",2R
wyoming,1998,1R,R,R,,R,R,"43R, 17D","21R, 9D",2R
wyoming,1999,1R,R,R,,R,R,"43R, 17D","21R, 9D",2R
wyoming,2000,1R,R,R,,R,R,"43R, 17D","21R, 9D",2R
wyoming,2001,1R,R,R,,R,R,"46R, 14D","20R, 10D",2R
wyoming,2002,1R,R,R,,R,R,"46R, 14D","20R, 10D",2R
wyoming,2003,1R,R,R,,R,D,"45R, 15D","20R, 10D",2R
wyoming,2004,1R,R,R,,R,D,"45R, 15D","20R, 10D",2R
wyoming,2005,1R,R,R,,R,D,"46R, 14D","23R, 7D",2R
wyoming,2006,1R,R,R,,R,D,"46R, 14D","23R, 7D",2R
wyoming,2007,1R,R,R,,R,D,"43R, 17D","23R, 7D",2R
wyoming,2007,1R,R,R,,R,D,"43R, 17D","23R, 7D",2R
wyoming,2008,1R,R,R,,R,D,"43R, 17D","23R, 7D",2R
wyoming,2009,1R,R,R,,R,D,"41R, 19D","23R, 7D",2R
wyoming,2010,1R,R,R,,R,D,"41R, 19D","23R, 7D",2R
wyoming,2011,1R,R,R,,R,R,"50R, 10D","26R, 4D",2R
wyoming,2012,1R,R,R,,R,R,"50R, 10D","26R, 4D",2R
wyoming,2013,1R,R,R,,R,R,"52R, 8D","26R, 4D",2R
wyoming,2014,1R,R,R,,R,R,"52R, 8D","26R, 4D",2R
wyoming,2015,1R,R,R,,R,R,"51R, 9D","26R, 4D",2R
wyoming,2016,1R,R,R,,R,R,"51R, 9D","26R, 4D",2R
wyoming,2017,1R,R,R,,R,R,"51R, 9D","27R, 3D",2R
